0
"[[ 200]
 [133]
 [ 99]
 [ 66]
 [ 95]
 [133]
 [ 97]
 [166]
 [233]
 [233]
 [ 99]
 [ 64]
 [ 66]
 [ 91]
 [ 66]
 [ 99]
 [ 99]
 [199]
 [333]
 [ 66]
 [299]
 [ 99]
 [ 66]
 [ 66]
 [ 66]
 [ 99]
 [100]
 [132]
 [ 66]
 [ 66]
 [ 99]
 [ 99]
 [133]
 [ 66]
 [ 99]
 [ 66]
 [133]
 [199]
 [ 66]
 [133]
 [301]
 [665]
 [ 99]
 [ 99]
 [ 99]
 [132]
 [ 99]
 [166]
 [ 66]
 [232]
 [100]
 [ 66]
 [199]
 [133]
 [166]
 [132]
 [ 99]
 [166]
 [ 99]
 [ 99]
 [ 66]
 [ 99]]"
"[[199]
 [232]
 [532]
 [ 66]
 [ 66]
 [100]
 [ 61]
 [199]
 [132]
 [ 99]
 [166]
 [167]
 [299]
 [132]
 [132]
 [100]
 [100]
 [366]
 [133]
 [199]
 [267]
 [ 66]
 [266]
 [199]
 [433]
 [232]
 [ 99]
 [100]
 [ 66]
 [ 99]
 [ 99]
 [166]
 [299]
 [199]
 [299]
 [ 66]
 [ 66]
 [ 66]
 [ 66]
 [ 66]
 [132]
 [ 66]
 [ 66]
 [ 66]
 [ 66]
 [ 66]
 [199]
 [199]
 [101]
 [133]
 [399]
 [ 99]
 [ 99]
 [399]
 [432]
 [ 99]
 [ 98]
 [ 99]
 [199]
 [100]
 [199]
 [ 99]
 [166]
 [ 66]
 [ 66]
 [ 71]
 [ 66]
 [166]
 [132]
 [ 99]
 [ 66]
 [399]
 [132]
 [133]
 [266]
 [ 99]
 [133]
 [366]
 [ 99]
 [ 66]
 [ 66]
 [100]
 [166]
 [ 66]
 [ 67]
 [ 66]
 [299]
 [399]
 [ 99]
 [ 99]
 [ 66]
 [233]
 [ 99]
 [ 99]
 [ 66]
 [300]
 [199]
 [ 99]
 [ 66]
 [ 99]
 [133]
 [ 66]
 [ 66]
 [ 66]
 [266]
 [ 66]
 [ 99]
 [133]
 [166]
 [ 66]
 [ 99]
 [166]
 [ 66]
 [100]
 [132]
 [ 66]
 [ 99]
 [ 66]
 [ 99]
 [133]
 [ 99]
 [132]
 [133]
 [266]
 [ 99]
 [ 99]
 [499]
 [132]
 [ 66]
 [ 99]
 [ 99]
 [164]
 [ 66]
 [ 99]
 [199]
 [ 97]
 [199]
 [ 66]
 [133]
 [ 66]
 [ 99]
 [ 66]
 [ 99]
 [232]
 [ 94]
 [ 66]
 [ 99]
 [ 99]
 [ 99]
 [199]
 [266]
 [ 66]
 [ 66]
 [ 66]
 [332]
 [166]
 [ 66]
 [ 99]
 [ 66]
 [ 65]
 [ 66]
 [266]
 [166]
 [ 99]
 [ 66]
 [233]
 [332]
 [166]
 [ 66]
 [ 99]
 [133]
 [132]
 [ 98]
 [ 66]
 [ 99]
 [199]
 [ 98]
 [ 99]
 [ 99]
 [166]
 [167]
 [100]
 [100]
 [166]
 [166]
 [ 99]
 [ 66]
 [ 66]
 [132]
 [133]
 [ 66]
 [133]
 [ 99]
 [ 99]
 [ 66]
 [199]
 [ 99]
 [ 66]
 [ 99]
 [ 99]
 [ 99]
 [ 99]
 [266]
 [ 99]
 [ 66]
 [100]
 [ 66]
 [365]
 [ 99]
 [133]
 [ 67]
 [ 66]
 [199]
 [199]
 [100]
 [ 66]
 [232]
 [166]
 [ 99]
 [ 98]
 [333]
 [ 99]
 [ 66]
 [100]
 [ 66]
 [100]
 [ 99]
 [ 66]
 [166]
 [ 99]
 [ 99]
 [233]
 [ 96]
 [ 99]
 [199]
 [ 99]
 [100]
 [ 66]
 [100]
 [ 99]
 [399]
 [166]
 [ 99]
 [ 99]
 [232]
 [ 66]
 [133]
 [ 99]
 [266]
 [ 66]
 [132]
 [ 66]
 [ 66]
 [ 66]
 [102]
 [ 99]
 [ 66]
 [133]
 [ 99]
 [199]
 [ 99]
 [ 99]
 [166]
 [299]
 [232]
 [199]
 [199]
 [133]
 [ 99]
 [ 99]
 [366]
 [ 64]
 [ 66]
 [ 66]
 [166]
 [ 66]
 [332]
 [ 99]
 [ 99]
 [199]
 [ 65]
 [199]
 [ 99]
 [ 66]
 [198]
 [ 99]
 [ 99]
 [ 66]
 [ 99]
 [ 99]
 [131]
 [ 99]
 [166]
 [ 66]
 [166]
 [133]
 [133]
 [432]
 [132]
 [ 99]
 [ 99]
 [133]
 [232]
 [201]
 [ 99]
 [165]
 [ 66]
 [ 66]
 [166]
 [ 66]
 [ 99]
 [ 99]
 [ 66]
 [ 66]
 [ 66]
 [131]
 [ 66]
 [ 66]
 [133]
 [199]
 [200]
 [133]
 [159]
 [232]
 [133]
 [166]
 [166]
 [ 66]
 [166]
 [166]
 [194]
 [199]
 [ 99]
 [266]
 [ 66]
 [ 99]
 [166]
 [133]
 [ 99]
 [100]
 [166]
 [ 66]
 [133]
 [ 99]
 [ 99]
 [266]
 [ 66]
 [133]
 [133]
 [ 66]
 [133]
 [166]
 [199]
 [ 66]
 [165]
 [ 99]
 [232]
 [199]
 [133]
 [133]
 [ 66]
 [ 66]
 [ 99]
 [ 99]
 [ 65]
 [266]
 [ 66]
 [ 66]
 [133]
 [199]
 [132]
 [166]
 [195]
 [133]
 [199]
 [199]
 [166]
 [166]
 [ 99]
 [199]
 [132]
 [133]
 [266]
 [199]
 [199]
 [166]
 [100]
 [199]
 [199]
 [ 99]
 [ 99]
 [365]
 [ 99]
 [ 66]
 [199]
 [133]
 [ 66]
 [ 66]
 [ 66]
 [ 66]
 [ 66]
 [166]
 [ 66]
 [ 99]
 [166]
 [232]
 [166]
 [133]
 [266]
 [200]
 [199]
 [232]
 [ 66]
 [166]
 [ 99]
 [133]
 [166]
 [266]
 [ 66]
 [ 99]
 [ 66]
 [ 67]
 [ 67]
 [266]
 [ 66]
 [359]
 [198]
 [ 66]
 [166]
 [102]
 [ 99]
 [ 66]
 [ 66]
 [465]
 [100]
 [133]
 [199]
 [ 72]
 [ 99]
 [166]
 [199]
 [102]
 [ 99]
 [299]
 [166]
 [ 99]
 [ 66]
 [166]
 [201]
 [ 66]
 [267]
 [366]
 [ 65]
 [565]
 [ 66]
 [266]]"
"[[631]
 [166]
 [ 98]
 [232]
 [366]
 [166]
 [ 66]
 [166]
 [132]
 [232]
 [ 66]
 [ 66]
 [166]
 [ 99]
 [199]
 [132]
 [ 66]
 [366]
 [ 99]
 [ 66]
 [ 99]
 [ 99]
 [133]
 [166]
 [ 66]
 [133]
 [ 99]
 [166]
 [ 66]
 [266]
 [ 99]
 [ 99]
 [ 98]
 [ 66]
 [ 66]
 [ 66]
 [ 66]
 [332]
 [ 65]
 [133]
 [266]
 [199]
 [ 99]
 [133]
 [ 99]
 [ 66]
 [ 99]
 [266]
 [ 66]
 [265]
 [ 99]
 [133]
 [ 66]
 [ 66]
 [100]
 [132]
 [ 99]
 [ 99]
 [ 66]
 [ 99]
 [ 99]
 [133]
 [ 99]
 [ 99]
 [ 99]
 [ 66]
 [ 66]
 [132]
 [ 99]
 [ 66]
 [ 66]
 [ 66]
 [ 66]
 [166]
 [ 66]
 [ 99]
 [133]
 [232]
 [166]
 [100]
 [132]
 [399]
 [ 99]
 [ 66]
 [199]
 [ 66]
 [200]
 [ 66]
 [133]
 [132]
 [ 66]
 [ 99]
 [ 99]
 [133]
 [ 66]
 [133]
 [ 66]
 [ 66]
 [ 66]
 [199]
 [133]
 [ 97]
 [133]
 [ 99]
 [ 66]
 [ 66]
 [ 66]
 [ 66]
 [ 99]
 [100]
 [199]
 [ 99]
 [166]
 [133]
 [ 99]
 [132]
 [ 99]
 [ 66]
 [233]
 [ 66]
 [ 66]
 [166]
 [101]
 [ 66]
 [ 66]
 [100]
 [ 99]
 [ 66]
 [ 66]
 [133]
 [232]
 [ 66]
 [199]
 [166]
 [ 66]
 [ 66]
 [ 66]
 [ 66]
 [ 67]
 [ 99]
 [ 66]
 [133]
 [365]
 [ 99]
 [133]
 [232]
 [ 66]
 [166]
 [ 97]
 [166]
 [ 99]
 [ 99]
 [ 66]
 [ 99]
 [ 66]
 [166]
 [ 66]
 [100]
 [ 99]
 [132]
 [166]
 [ 66]
 [166]
 [100]
 [133]
 [100]
 [ 99]
 [133]
 [267]
 [ 99]
 [ 66]
 [332]
 [166]
 [ 99]
 [166]
 [ 99]
 [ 65]
 [ 99]
 [199]
 [ 67]
 [ 66]
 [233]
 [ 66]
 [133]
 [199]
 [266]
 [ 66]
 [ 99]
 [166]
 [133]
 [ 66]
 [266]
 [ 66]
 [100]
 [132]
 [199]
 [266]
 [ 66]
 [ 66]
 [ 66]
 [332]
 [166]
 [164]
 [ 99]
 [ 66]
 [ 66]
 [166]
 [465]
 [199]
 [133]
 [ 99]
 [133]
 [100]
 [ 66]
 [199]
 [133]
 [ 66]
 [132]
 [266]
 [232]
 [ 66]
 [199]
 [ 99]
 [200]
 [ 99]
 [ 99]
 [ 99]
 [ 99]
 [ 99]
 [265]
 [ 99]
 [ 99]
 [133]
 [166]
 [ 99]
 [166]
 [ 66]
 [ 66]
 [ 99]
 [100]
 [565]
 [ 99]
 [ 66]
 [232]
 [ 66]
 [ 66]
 [200]
 [199]
 [199]
 [166]
 [ 99]
 [ 99]
 [133]
 [ 66]
 [132]
 [166]
 [ 99]
 [ 99]
 [ 99]
 [ 99]
 [133]
 [199]
 [ 66]
 [166]
 [ 99]
 [ 99]
 [332]
 [ 66]
 [ 66]
 [100]
 [199]
 [ 66]
 [ 66]
 [199]
 [ 99]
 [199]
 [465]
 [ 67]
 [ 99]
 [133]
 [ 66]
 [ 66]
 [ 66]
 [ 67]
 [ 66]
 [166]
 [166]
 [134]
 [ 66]
 [332]
 [ 99]
 [ 66]
 [132]
 [ 98]
 [332]
 [201]
 [ 99]
 [ 99]
 [166]
 [ 66]
 [ 66]
 [ 99]
 [133]
 [133]
 [100]
 [ 99]
 [135]
 [166]
 [ 66]
 [ 63]
 [ 99]
 [166]
 [ 99]
 [100]
 [ 66]
 [ 66]
 [ 99]
 [199]
 [ 99]
 [ 66]
 [399]
 [366]
 [ 62]
 [ 66]
 [133]
 [ 66]
 [ 66]
 [232]
 [133]
 [199]
 [ 66]
 [166]
 [ 66]
 [133]
 [ 99]
 [166]
 [ 99]
 [132]
 [100]
 [332]
 [133]
 [ 99]
 [100]
 [165]
 [101]
 [ 66]
 [ 66]
 [199]
 [132]
 [ 99]
 [ 66]
 [ 99]
 [133]
 [ 99]
 [ 66]
 [199]
 [ 66]
 [ 66]
 [100]
 [266]
 [ 99]
 [232]
 [132]
 [ 99]
 [ 99]
 [ 99]
 [ 66]
 [ 99]
 [ 99]
 [432]
 [133]
 [ 99]
 [ 66]
 [100]
 [ 99]
 [399]
 [499]
 [199]
 [ 66]
 [ 66]
 [100]
 [133]
 [ 66]
 [ 66]
 [131]
 [199]
 [299]
 [299]
 [ 66]
 [ 99]
 [ 99]
 [102]
 [ 66]
 [ 66]
 [166]
 [133]
 [ 99]
 [ 66]
 [ 66]
 [ 99]
 [ 99]
 [100]
 [266]
 [199]
 [133]
 [ 66]
 [133]
 [166]
 [ 66]
 [232]
 [299]
 [ 65]
 [232]
 [ 66]
 [ 66]
 [134]
 [199]
 [199]
 [ 99]
 [ 65]
 [133]
 [ 66]
 [ 99]
 [232]
 [100]
 [ 66]
 [169]
 [ 99]
 [ 66]
 [ 99]
 [199]
 [ 99]
 [ 66]
 [ 66]
 [ 99]
 [131]
 [ 99]
 [ 66]
 [132]
 [ 66]
 [132]
 [ 99]
 [131]
 [ 66]
 [133]
 [266]
 [ 66]
 [232]
 [133]
 [ 66]
 [ 66]
 [ 66]
 [299]
 [ 66]
 [ 66]
 [331]
 [133]
 [ 99]
 [ 99]
 [133]
 [165]
 [ 66]
 [199]
 [233]
 [100]
 [133]
 [ 99]
 [134]
 [133]
 [100]
 [166]
 [366]
 [ 66]
 [ 66]
 [166]
 [133]
 [199]
 [ 66]
 [ 66]
 [ 99]
 [ 99]
 [199]
 [166]
 [166]
 [ 99]
 [ 99]
 [ 67]
 [ 66]
 [133]
 [499]
 [ 99]
 [ 66]
 [199]
 [ 61]
 [ 66]
 [100]
 [ 99]
 [232]
 [165]
 [166]
 [166]
 [ 66]
 [ 66]
 [133]
 [ 66]
 [ 98]
 [102]
 [104]
 [133]
 [ 99]
 [ 65]
 [332]
 [133]
 [199]
 [ 66]
 [266]
 [ 99]
 [166]
 [ 66]
 [133]
 [ 67]
 [ 99]
 [199]
 [ 99]
 [ 99]
 [ 99]]"
"[[  99]
 [ 266]
 [  99]
 [  99]
 [  99]
 [  99]
 [ 232]
 [  99]
 [  99]
 [  69]
 [  66]
 [  66]
 [  99]
 [  66]
 [ 299]
 [  66]
 [  66]
 [  66]
 [ 165]
 [ 133]
 [  66]
 [  66]
 [  66]
 [ 133]
 [  66]
 [  66]
 [ 166]
 [ 166]
 [  66]
 [ 332]
 [  66]
 [ 232]
 [  99]
 [ 332]
 [  99]
 [  66]
 [ 133]
 [  99]
 [ 332]
 [  68]
 [  99]
 [ 166]
 [ 133]
 [ 199]
 [ 133]
 [  66]
 [ 205]
 [ 166]
 [  99]
 [  99]
 [ 100]
 [ 132]
 [ 166]
 [  71]
 [ 100]
 [ 132]
 [ 100]
 [  99]
 [ 432]
 [ 133]
 [  99]
 [ 166]
 [ 131]
 [ 166]
 [  99]
 [ 133]
 [ 166]
 [ 132]
 [ 166]
 [  99]
 [ 135]
 [ 133]
 [ 132]
 [ 266]
 [  66]
 [  66]
 [  66]
 [  99]
 [  99]
 [ 166]
 [  99]
 [ 199]
 [  99]
 [ 432]
 [  99]
 [  66]
 [  99]
 [ 266]
 [  96]
 [ 199]
 [ 166]
 [ 199]
 [ 165]
 [ 165]
 [ 399]
 [  66]
 [  99]
 [ 365]
 [  99]
 [ 199]
 [  99]
 [ 166]
 [ 199]
 [ 166]
 [ 399]
 [ 232]
 [ 166]
 [ 133]
 [  99]
 [ 199]
 [  99]
 [  66]
 [ 133]
 [  99]
 [  99]
 [ 199]
 [ 266]
 [  99]
 [  66]
 [ 166]
 [  99]
 [ 133]
 [ 266]
 [ 199]
 [ 532]
 [ 366]
 [ 166]
 [ 199]
 [ 366]
 [ 133]
 [ 199]
 [  99]
 [ 166]
 [  99]
 [ 266]
 [  66]
 [  66]
 [ 232]
 [  99]
 [ 133]
 [ 133]
 [ 266]
 [ 199]
 [ 198]
 [ 133]
 [  99]
 [  65]
 [ 166]
 [ 665]
 [ 133]
 [ 299]
 [ 266]
 [ 166]
 [ 133]
 [  66]
 [  99]
 [  99]
 [ 133]
 [  66]
 [ 166]
 [ 166]
 [  66]
 [ 233]
 [  65]
 [  99]
 [  99]
 [  99]
 [ 232]
 [ 166]
 [  99]
 [ 166]
 [ 266]
 [  66]
 [ 665]
 [ 133]
 [ 100]
 [  99]
 [  99]
 [  63]
 [ 266]
 [  99]
 [  66]
 [  99]
 [ 198]
 [ 299]
 [ 233]
 [ 135]
 [  66]
 [  99]
 [  66]
 [ 133]
 [ 232]
 [ 133]
 [  66]
 [  66]
 [ 199]
 [  66]
 [  99]
 [  66]
 [ 166]
 [  66]
 [  66]
 [  99]
 [ 199]
 [ 133]
 [  66]
 [  66]
 [  66]
 [  66]
 [  66]
 [ 266]
 [  66]
 [ 100]
 [ 199]
 [  99]
 [  99]
 [  99]
 [ 133]
 [  66]
 [  99]
 [  66]
 [ 133]
 [ 133]
 [ 133]
 [  99]
 [ 133]
 [ 299]
 [  66]
 [ 465]
 [ 100]
 [  66]
 [  66]
 [  99]
 [ 266]
 [  67]
 [ 232]
 [  66]
 [  66]
 [  99]
 [ 332]
 [ 133]
 [ 133]
 [ 166]
 [ 100]
 [ 199]
 [  99]
 [ 232]
 [ 199]
 [  99]
 [ 133]
 [  66]
 [  66]
 [ 166]
 [  66]
 [ 199]
 [ 499]
 [ 131]
 [ 399]
 [ 465]
 [ 199]
 [ 133]
 [  99]
 [ 166]
 [  66]
 [ 365]
 [ 299]
 [ 133]
 [ 166]
 [ 133]
 [ 199]
 [ 266]
 [ 399]
 [ 299]
 [ 166]
 [1098]
 [ 133]
 [  66]
 [ 199]
 [ 299]
 [ 366]
 [ 432]
 [  66]
 [  66]
 [  66]
 [ 137]
 [  99]
 [ 332]
 [ 565]
 [ 665]
 [  66]
 [1330]
 [ 133]
 [  99]
 [ 499]
 [ 299]
 [ 100]
 [ 266]
 [ 166]
 [  99]
 [ 201]
 [  99]
 [  99]
 [ 133]
 [ 133]
 [  66]
 [ 100]
 [  66]
 [ 332]
 [ 166]
 [ 233]
 [  66]
 [ 199]
 [  99]
 [  99]
 [ 366]
 [  99]
 [ 133]
 [  99]
 [  99]
 [  66]
 [  66]
 [  99]
 [  66]
