0
"[[ 99.   12.6]
 [131.    3.3]
 [136.   23. ]
 [ 99.    5.7]
 [ 99.    7.6]
 [ 99.   16.9]
 [ 66.    6.6]
 [ 99.   12. ]
 [ 66.   11.2]
 [100.   26.1]
 [ 66.    2.1]
 [ 99.    3.1]
 [ 99.   11.8]
 [ 67.    1.6]
 [133.   11.5]
 [ 66.    4.4]
 [ 66.    2.2]
 [ 66.    0.6]
 [ 67.    0.8]
 [ 66.    9.5]
 [ 67.    3.1]
 [ 66.    1.2]
 [ 66.    1.1]
 [ 99.   21.4]
 [ 66.    1.7]
 [133.    3. ]
 [ 66.    1.4]
 [ 66.    1.3]
 [ 66.    1.5]
 [ 66.    0.4]
 [ 66.    8.6]
 [ 66.    4. ]
 [ 66.    2.9]
 [ 67.    4.4]
 [ 99.   13.7]
 [100.    2. ]
 [ 66.    2.7]
 [ 66.   23. ]
 [ 99.   23.2]
 [ 99.    2.9]
 [ 65.    7.1]
 [ 66.    6.1]
 [ 66.    5.5]
 [ 66.    0.6]
 [ 66.    7.9]
 [100.   11.8]
 [ 66.    1. ]
 [ 99.   19.9]
 [ 64.   18.5]
 [133.    3.7]
 [ 99.   13.1]
 [133.    3.2]
 [ 66.    3.2]
 [ 99.   25. ]
 [ 66.    0.5]
 [ 99.   19.4]
 [ 66.    2.4]
 [ 99.    1. ]
 [ 66.    3.9]
 [ 99.    7.4]
 [ 66.    2.4]
 [ 99.    7. ]
 [ 99.   15.5]
 [ 66.    0.5]
 [100.    4.6]
 [ 66.    1. ]
 [ 66.   13.1]
 [133.   17. ]
 [ 66.    1.8]
 [133.    2.1]
 [ 66.    2.8]
 [166.    4.6]
 [ 66.    3.9]
 [ 66.    1.8]
 [ 66.   11.4]
 [ 99.    1.9]
 [ 99.    4.3]
 [ 99.    9.4]
 [ 99.    2.3]
 [ 99.    2.3]
 [ 66.    0.8]
 [ 66.    1.6]
 [ 99.    2.1]
 [ 99.    1.5]
 [ 66.    2.3]
 [ 66.    6.5]
 [100.   18. ]
 [ 66.    1. ]
 [100.   31.9]
 [ 66.    5.4]
 [100.   15.2]
 [ 66.    1.4]
 [ 66.   18.4]
 [ 66.    3.6]
 [133.   14.1]
 [ 66.    2.7]
 [ 65.    2.1]
 [ 67.    1.2]
 [ 66.    2.6]
 [ 66.    7.1]
 [100.   11.3]
 [ 65.    2.3]
 [ 99.   13.9]
 [ 66.    1.1]
 [ 99.    2.1]
 [ 66.   20.8]
 [ 66.    2. ]
 [133.   20.8]
 [ 66.   11.4]
 [ 67.    0.6]
 [ 66.   11.9]
 [ 99.    4.1]
 [ 66.    3.9]
 [ 66.    2.9]
 [ 66.    3.3]
 [ 66.    6. ]
 [ 67.    2.6]
 [ 99.    8. ]
 [101.    6.7]
 [ 99.    1.4]
 [ 66.    2.6]
 [ 99.    9.6]
 [ 66.    0.4]
 [ 99.    4.4]
 [ 66.    4.2]
 [ 66.    2.5]
 [ 66.    3. ]
 [ 66.    2.8]
 [ 99.    2.2]
 [ 98.    6. ]
 [ 66.    6. ]
 [ 99.    6.5]
 [ 99.    4.8]
 [ 66.    2.9]
 [ 66.    3.3]
 [ 99.    4.4]
 [ 99.    3. ]
 [ 99.    3.2]
 [ 99.    2.4]
 [ 66.    2.8]
 [100.    5.3]
 [ 99.    4.5]
 [ 66.    4.3]
 [ 66.    0.5]
 [ 66.    0.4]
 [ 66.    5.7]
 [ 99.    0.8]
 [ 66.    7.6]
 [ 66.    8.7]
 [ 99.    5.5]
 [ 99.    3.3]
 [ 66.    2.4]
 [ 99.    3.7]
 [ 66.    4. ]
 [ 66.    3. ]
 [ 99.    4. ]
 [ 65.    2.6]
 [ 99.    8.1]
 [ 66.    5.9]
 [ 99.    4. ]
 [ 66.    2.2]
 [ 99.    3.6]
 [ 99.   11.2]
 [ 66.    5.9]
 [100.    5.3]
 [ 66.    7.8]
 [ 66.    3.2]
 [100.   11.1]
 [100.    3.7]
 [ 99.    2.4]
 [ 66.    1.6]
 [ 66.    0.4]
 [ 66.    0.7]
 [100.    5.9]
 [ 99.    4.6]
 [ 99.    6.6]
 [ 66.    5. ]
 [ 99.    7.4]
 [ 66.    6.9]
 [ 99.   16. ]
 [100.    4.9]
 [ 99.    4.9]
 [ 66.   10.7]
 [ 99.   11. ]
 [ 99.    7.9]
 [100.   10.5]
 [ 99.   15.1]
 [ 99.   11.5]
 [ 66.    9.1]
 [ 62.    8.6]
 [ 66.    7.5]
 [ 99.   17. ]
 [ 99.    4.6]
 [ 66.    0.4]
 [ 66.    0.5]
 [ 66.    0.5]
 [ 66.    3. ]
 [ 66.    1.9]
 [ 66.    3.9]
 [ 99.    5.3]
 [ 98.    3.5]
 [166.    3.7]
 [ 66.    1.9]
 [ 99.   14.3]
 [ 66.    0.5]
 [ 66.    3.8]
 [100.    4. ]
 [ 66.   14.1]
 [ 67.    1.2]
 [ 66.    0.7]
 [132.   19.1]
 [100.    0.8]
 [ 66.    3.1]
 [ 99.    2.8]
 [133.    1.2]
 [ 66.   13.4]
 [ 66.   18.1]
 [ 99.    5.5]
 [ 66.    0.7]
 [ 66.    2.3]
 [133.   10.2]
 [100.   10.8]
 [ 66.   18.9]
 [ 66.    8.8]
 [100.   22.5]
 [ 66.    3.8]
 [ 66.    1.6]
 [ 66.    5.7]
 [ 99.    1.9]
 [100.    7. ]
 [ 66.    3.4]
 [ 65.   22.6]
 [ 66.    2.3]
 [ 66.    1.7]
 [ 66.    1.2]
 [ 99.   12.2]
 [ 66.    3.3]
 [ 99.    5. ]
 [ 99.    2.6]
 [ 66.    3.1]
 [100.    4.6]
 [ 66.    3.4]
 [ 66.    1.5]
 [ 66.    2.8]
 [ 67.    1.6]
 [ 99.    2.5]
 [ 99.    7.5]
 [ 99.   15.4]
 [ 68.    0.9]
 [ 66.    4. ]
 [ 66.    3.7]
 [ 66.    3.9]
 [ 66.    0.6]
 [ 66.    5.8]
 [ 99.    5.3]
 [ 66.    0.5]
 [100.   10. ]
 [100.    2.1]
 [ 66.    2.7]
 [ 66.    1.9]
 [ 66.    0.5]
 [ 67.    1.7]
 [ 66.   11.3]
 [133.    1.4]
 [100.    1.4]
 [100.   11.8]
 [ 99.    7.1]
 [ 66.   11.5]
 [ 99.    4.1]
 [100.   15.2]
 [133.   17.3]
 [133.   19.2]
 [ 61.    8.2]
 [ 66.    6.7]
 [ 66.    9.5]
 [100.   20.3]
 [ 66.    1.8]
 [ 66.   15.4]
 [ 99.   13.9]
 [ 66.    6.5]
 [ 66.    1.6]
 [ 99.    0.7]
 [ 67.    1. ]
 [ 66.    0.5]
 [ 99.    9.8]
 [ 66.    1.5]
 [ 66.    1.4]
 [133.   17.9]
 [ 99.    3.1]]"
"[[ 99.    1.8]
 [ 99.    1.9]
 [ 66.    3.4]
 [ 66.    6.2]
 [ 66.    2.8]
 [ 99.    8.7]
 [ 99.   18.2]
 [ 99.   19.5]
 [100.    1.8]
 [ 66.    2.8]
 [ 99.    6. ]
 [ 66.    6.8]
 [ 66.    6.4]
 [ 66.    8.5]
 [ 66.    2.1]
 [ 66.    1.1]
 [ 66.    1.1]
 [ 66.    1.7]
 [ 66.    1.2]
 [ 99.    1.1]
 [100.    1.6]
 [ 66.    1.1]
 [ 99.    2. ]
 [ 99.   21.7]
 [ 99.   21. ]
 [ 66.    4.3]
 [ 66.    2. ]
 [ 66.   20.3]
 [ 63.    1.2]
 [ 66.    1.9]
 [ 66.    0.7]
 [ 99.    0.9]
 [ 66.    5.6]
 [ 66.    1.4]
 [ 66.    3.8]
 [100.    1. ]
 [ 66.    0.5]
 [ 99.   25.8]
 [ 67.    5.8]
 [ 66.    7.5]
 [ 99.   11.3]
 [ 66.    0.7]
 [ 66.    3.1]
 [100.   14.8]
 [ 66.    7.4]
 [ 66.    0.4]
 [ 66.   19.6]
 [133.    3.5]
 [ 66.    0.5]
 [ 66.    0.6]
 [132.    6. ]
 [ 66.    4.4]
 [ 66.   15.1]
 [ 66.    1. ]
 [ 99.    2.4]
 [ 99.    2.5]
 [ 66.    2.3]
 [ 99.    8.7]
 [ 66.    2.1]
 [ 99.   15.3]
 [ 66.    7.3]
 [ 66.    0.8]
 [ 66.    3.8]
 [ 66.    6.1]
 [ 66.    2.3]
 [ 68.   10.7]
 [ 99.    1.2]
 [ 66.    0.6]
 [ 99.    1. ]
 [ 99.    2.3]
 [ 66.    3.6]
 [ 66.    4.4]
 [ 66.    9.6]
 [ 99.    4.2]
 [ 66.    4.6]
 [ 66.    7.7]
 [ 66.    0.5]
 [ 98.    8.4]
 [ 99.    1. ]
 [134.    1.4]
 [ 66.    0.6]
 [ 66.    5.3]
 [ 66.    1. ]
 [ 67.    1. ]
 [ 68.    3. ]
 [ 66.    5.9]
 [ 66.    6.5]
 [ 99.    5.6]
 [ 66.    0.5]
 [ 66.    1.2]
 [ 66.    0.4]
 [100.    0.7]
 [ 64.    4.9]
 [ 66.    4.3]
 [ 66.    7.2]
 [ 66.    3.8]
 [ 66.    0.7]
 [ 66.    1.7]
 [ 66.    1.9]
 [ 65.    1.1]
 [100.    1.3]
 [ 66.    0.5]
 [ 67.    2.3]
 [ 66.    1.5]
 [ 66.    0.6]
 [ 66.    1.5]
 [ 65.    1.9]
 [ 66.    2.5]
 [ 99.    2. ]
 [100.    2.4]
 [ 67.    1.7]
 [ 66.    2.9]
 [ 66.    4.1]
 [ 66.    6.7]
 [ 66.   11.1]
 [ 67.    2.4]
 [ 66.    3.7]
 [ 66.    3.8]
 [ 66.    2. ]
 [ 99.    2.3]
 [ 66.    4.6]
 [ 66.    3.9]
 [ 66.    5.5]
 [ 66.    1.6]
 [133.    8.3]
 [100.    7. ]
 [100.    9.1]
 [ 66.    3.2]
 [ 66.    1.6]
 [ 68.    2.1]
 [ 66.    4. ]
 [ 66.    3.2]
 [ 99.    2.1]
 [ 66.    3.4]
 [ 66.    0.5]
 [ 99.    5.8]
 [ 99.    1.1]
 [ 66.    0.6]
 [ 66.    6.6]
 [ 66.    3.3]
 [ 99.    1.8]
 [ 99.    6.9]
 [100.    5.7]
 [ 66.    3. ]
 [ 66.    5. ]
 [ 66.    1.4]
 [ 66.    1. ]
 [ 66.    2.7]
 [ 99.    4.9]
 [ 67.    1.9]
 [ 66.    0.6]
 [ 66.   10.8]
 [ 99.    4.1]
 [ 99.    3.8]
 [ 66.    5.1]
 [ 66.    4. ]
 [ 99.    0.5]
 [ 66.    3.5]
 [100.    2.4]
 [ 99.    4. ]
 [ 66.    1.2]
 [133.    4.1]
 [ 66.    3.1]
 [ 66.    2.5]
 [ 66.    0.9]
 [ 66.    1.1]
 [ 99.   13. ]
 [ 66.   21.1]
 [ 66.    0.7]
 [ 65.    0.6]
 [ 99.   21.1]
 [ 99.   13.2]
 [166.   14.2]
 [ 66.    0.7]
 [ 99.    2.7]
 [ 66.    0.7]
 [ 66.    3.6]
 [133.   16.5]
 [ 66.    0.9]
 [ 66.    0.9]
 [ 99.    7. ]
 [ 66.    3.7]
 [ 66.    3.7]
 [102.    4.9]
 [ 66.    2.9]
 [ 66.    0.4]
 [ 66.    3.7]
 [ 99.    1. ]
 [ 66.    3.3]
 [ 99.    1. ]
 [ 66.    0.4]
 [ 99.    4.7]
 [ 98.    2.3]
 [ 66.    1.5]
 [ 66.    4.9]
 [ 66.    1.1]
 [ 66.    2.7]
 [133.   12.5]
 [ 66.    1.4]
 [ 99.    0.8]
 [ 66.    0.7]
 [ 66.    1.1]
 [ 99.    1.7]
 [ 66.    2.2]
 [ 66.    5.9]
 [199.   16.9]
 [ 66.    1.3]
 [ 66.    2. ]
 [ 98.    2. ]
 [ 66.    1.1]
 [ 66.    5.5]
 [ 65.    0.5]
 [ 99.    1.4]
 [ 66.    3.8]
 [ 66.    1.6]
 [ 99.    3.6]
 [ 66.    4.9]
 [ 66.    1.1]
 [ 66.    4.9]
 [ 99.    2.4]
 [ 66.    5.3]
 [ 98.    2.1]
 [ 66.    2.1]
 [ 99.    0.6]
 [ 66.    3.6]
 [ 99.    3.3]
 [ 66.    4.3]
 [ 66.    2. ]
 [133.   12.6]
 [ 67.    9.3]
 [ 67.    9.8]
 [ 66.    5.6]
 [100.   13.3]
 [ 66.   12.9]
 [ 66.    3.9]
 [ 66.    5.6]
 [ 66.    4.9]
 [ 66.    5.9]]"
"[[ 66.    1.1]
 [ 99.   15. ]
 [ 66.    0.5]
 ...
 [165.   16.8]
 [ 66.    5.3]
 [ 66.    2.9]]"
"[[ 99.    3.7]
 [ 66.    6.3]
 [100.   26. ]
 [ 99.    3.5]
 [100.    4.4]
 [ 66.    4.2]
 [ 99.   10. ]
 [ 99.   10.5]
 [102.   10.6]
 [ 66.    7.6]
 [ 66.    3.5]
 [ 65.    1.2]
 [ 99.   17.7]
 [ 66.    0.6]
 [ 99.    2.1]
 [ 66.    3.2]
 [ 66.    1.7]
 [ 65.    3.3]
 [ 66.    0.6]
 [100.    2.9]
 [ 66.    5.1]
 [ 99.    7.9]
 [100.   16.9]
 [ 66.    4.8]
 [133.    8.5]
 [ 99.    0.7]
 [ 66.    3.7]
 [100.    2.2]
 [133.    7.2]
 [ 66.    8.9]
 [ 66.    3.5]
 [ 66.    7.4]
 [ 66.    3.2]
 [ 66.    0.8]
 [ 66.    1. ]
 [ 66.    5.9]
 [ 66.    1. ]
 [ 66.    6.8]
 [ 66.   10.1]
 [ 66.    0.6]
 [ 66.   11.3]
 [ 66.    5.5]
 [ 99.   10. ]
 [ 98.    3.4]
 [ 66.    3.9]
 [ 66.    2.3]
 [ 66.    1.8]
 [ 67.    5.5]
 [ 66.    1.1]
 [ 99.    6.3]
 [ 99.   10.1]
 [ 99.   10.4]
 [ 66.    6.8]
 [ 99.   10.3]
 [ 66.   10.3]
 [ 66.   13.9]
 [ 66.    3.4]
 [ 99.    5.4]
 [ 66.    1.2]
 [100.   18.3]
 [ 99.   17.4]
 [ 66.   11.6]
 [133.   23.9]
 [ 66.    9.1]
 [ 66.    3.5]
 [ 66.    3.7]
 [ 66.    2.4]
 [ 66.    1.8]
 [ 66.    2.9]
 [ 99.    4. ]
 [ 99.    8.3]
 [ 99.    1.9]
 [ 99.    2.3]
 [ 66.    6.6]
 [ 99.    4.2]
 [ 67.    3. ]
 [ 71.    1.5]
 [ 66.    3.4]
 [ 99.    0.6]
 [133.    6.5]
 [100.    4.9]
 [ 99.   12.7]
 [ 66.    0.7]
 [ 99.    6.8]
 [ 99.   25. ]
 [ 99.   19.6]
 [ 66.    6.5]
 [ 66.    0.6]
 [ 66.   19.2]
 [ 99.    8.9]
 [ 66.    6.6]
 [ 66.    6.7]
 [ 99.    2.9]
 [ 66.    3.1]
 [100.    3.9]
 [ 66.    3.1]
 [ 99.    2. ]
 [ 66.    2.2]
 [ 66.    0.5]
 [ 66.    6.2]
 [133.    9.1]
 [ 99.    4.3]
 [ 66.    5.6]
 [133.    2.7]
 [100.    7. ]
 [ 99.    5.8]
 [ 66.    4.5]
 [ 66.    3.7]
 [ 66.    2.2]
 [100.    1.9]
 [ 66.    1.6]
 [132.    3.5]
 [ 66.    6.5]
 [133.    6.6]
 [ 65.    1.7]
 [ 99.   10.7]
 [ 99.    7.7]
 [ 99.    2.6]
 [ 66.    5. ]
 [ 66.    5.6]
 [133.    7.4]
 [ 67.    5.4]
 [133.    1.8]
 [ 66.    1.7]
 [ 66.    2. ]
 [ 66.    2.2]
 [ 66.    2.4]
 [100.   18.1]
 [ 66.    0.5]
 [ 98.   19.2]
 [ 99.    3.5]
 [ 99.   13.8]
 [100.   18.4]
 [ 66.   18.1]
 [133.   10.4]
 [ 65.    5.1]
 [ 99.    7.3]
 [ 66.    7.7]
 [ 66.    8. ]
 [ 66.    3.8]
 [ 98.    8.1]
 [ 66.    4. ]
 [ 97.    7.6]
 [ 99.   11.8]
 [ 66.    8.9]
 [ 66.    4.3]
 [ 66.    3.4]
 [133.    0.9]
 [ 99.    5.5]
 [100.    3.5]
 [ 66.    2. ]
 [ 99.    2.1]
 [ 66.    1.6]
 [ 66.    1.1]
 [ 66.    2.7]
 [ 66.    3.1]
 [ 99.    4. ]
 [ 99.    1.6]
 [ 66.    2.5]
 [ 72.    2.2]
 [ 66.    3.8]
 [ 66.    3.3]
 [ 66.    2.9]
 [ 66.    4. ]
 [ 66.    5.2]
 [ 68.    4.4]
 [ 66.    5.6]
 [ 66.    7.6]
 [ 67.   10.5]
 [ 66.    4.7]
 [ 66.    3.1]
 [ 66.    9.5]
 [ 67.    4.1]
 [ 66.    4.1]
 [ 66.    2.7]
 [ 66.    5.6]
 [ 99.   11.8]
 [ 66.    1.9]
 [ 66.   11.4]
 [ 99.   15.3]
 [ 99.    7.7]
 [ 66.    8. ]
 [102.   11.1]
 [ 99.    7.7]
 [ 66.    1.9]
 [ 99.    2.9]
 [100.    9.7]
 [ 66.    2.3]
 [ 99.    5.4]
 [ 99.    6.4]
 [ 66.    6.1]
 [ 99.    4.5]
 [ 66.    3.8]
 [ 99.    7.4]
 [ 66.    5.1]
 [ 66.    0.5]
 [ 67.    4.7]
 [ 66.    8.4]
 [ 66.    2.9]
 [ 66.    2. ]
 [ 66.    6.8]
 [ 66.    2.5]
 [ 66.    2.9]
 [ 99.    2.2]
 [ 99.    7. ]
 [ 66.    1.9]
 [ 65.    3.6]
 [ 66.    7.1]
 [ 98.    6. ]
 [ 66.    3.3]
 [ 99.    6.9]
 [ 66.    7.3]
 [ 99.   12.2]
 [ 68.    2.2]
 [ 67.    3.4]
 [ 66.    3.7]
 [ 99.    3.5]
 [ 99.    4.6]
 [ 66.    3.8]
 [ 66.    4.3]
 [ 66.    1.3]
 [ 66.    3.7]
 [ 67.    4.7]
 [ 99.    7.3]
 [ 99.    4. ]
 [ 67.    2.5]
 [ 65.    2.8]
 [ 66.    1.3]
 [ 66.    4.4]
 [ 66.    7.7]
 [ 99.    1.4]
 [100.    3.5]
 [ 67.    1.6]
 [ 66.    0.6]
 [ 99.   12.4]
 [ 99.   20.3]
 [ 66.    4.4]
 [100.    0.9]
 [ 99.    5.6]
 [ 66.    4.7]
 [ 99.    1.8]
 [ 66.    1.4]
 [ 66.    2.5]
 [ 66.    2. ]
 [ 66.    6.4]
 [ 66.    3.1]
 [ 99.    2.4]
 [ 99.    3.6]
 [ 66.    1.3]
 [ 65.    5.2]
 [ 67.    4. ]
 [ 66.    2.2]
 [ 66.    1.6]
 [ 99.    6.5]
 [ 66.    0.7]
 [ 66.    0.9]
 [133.    3.9]
 [ 66.    2.7]
 [ 99.    4. ]
 [ 66.    7.5]
 [ 66.    4. ]
 [ 99.    2. ]
 [ 66.    3.6]
 [ 66.    2.2]
 [ 66.    5.7]
 [ 66.    6.5]
 [100.    6.6]
 [ 99.    2.3]
 [ 66.    3.1]
 [ 66.    2.3]
 [ 99.    4.9]]"
"[[ 66.    0.5]
 [ 99.    0.8]
 [ 66.   14.7]
 [ 66.   18.3]
 [ 66.    2.1]
 [ 67.    2.3]
 [ 66.    1.3]
 [ 66.    0.8]
 [ 99.    3.1]
 [ 99.    2.3]
 [100.    6.6]
 [ 68.    9.9]
 [133.   19. ]
 [ 99.    6. ]
 [133.   23.9]
 [ 66.    3.9]
 [ 66.    2.6]
 [ 66.    4.4]
 [ 66.    0.6]
 [166.    7.7]
 [133.    8.2]
 [ 66.    6.7]
 [ 66.    6. ]
 [133.    4.9]
 [ 99.    4.4]
 [133.    4.2]
 [ 99.   10.3]
 [132.    2.4]
 [ 66.    1.6]
 [ 66.    1.8]
 [ 66.    1.5]
 [ 66.    1.4]
 [ 66.    1.9]
 [ 66.    1.6]
 [ 66.   17.3]
 [166.   20.8]
 [ 68.    3.5]
 [ 99.    3.3]
 [ 66.    1.1]
 [ 99.   24.3]
 [ 99.   22.2]
 [ 66.    2.6]
 [ 66.   12.3]
 [ 99.    7.1]
 [ 99.   13.3]
 [ 66.    3.8]
 [ 99.    3.6]
 [ 99.    3.8]
 [ 66.    0.6]
 [ 66.    1.1]
 [132.   29.1]
 [ 66.    5.5]
 [ 67.    2.3]
 [ 66.    3.2]
 [ 66.    2.1]
 [ 66.    5. ]
 [100.    2.9]
 [ 99.   20. ]
 [ 66.    4. ]
 [ 66.    6.6]
 [ 66.    6.1]
 [ 99.   14.2]
 [ 67.    0.5]
 [ 66.    1.7]
 [ 96.    5.4]
 [ 99.    2.4]
 [133.   19.8]
 [ 66.    1.6]
 [ 66.   16.6]
 [100.    3.5]
 [100.    1.4]
 [ 99.    5.5]
 [166.   36.6]
 [ 66.   14. ]
 [ 66.    8.3]
 [ 66.   11.5]
 [ 66.    8.4]
 [129.    2.8]
 [ 66.    3.1]
 [ 66.    4. ]
 [ 99.    1.9]
 [ 66.    2.7]
 [100.   13.8]
 [ 66.   18.7]
 [ 99.   21.8]
 [ 99.    2.5]
 [ 66.    1.2]
 [ 66.    1.4]
 [ 66.    0.9]
 [ 66.    1.7]
 [ 66.    0.5]
 [ 65.    5.1]
 [ 66.   11.2]
 [ 99.    2.6]
 [ 66.    8.3]
 [ 66.    7.4]
 [ 99.    7.3]
 [ 66.    3. ]
 [ 66.    2.6]
 [ 66.    5.4]
 [ 66.    2. ]
 [166.   25.6]
 [ 66.    9.9]
 [ 66.    5.2]
 [ 99.   11.4]
 [ 67.    3.8]
 [ 66.    4.5]
 [133.   16.9]
 [133.    7.5]
 [ 99.    1.6]
 [ 99.   14.7]
 [ 66.    3.8]
 [ 66.    0.8]
 [ 66.    0.6]
 [ 99.    1.7]
 [ 66.    1.1]
 [133.    4.1]
 [ 66.    3.6]
 [ 97.    1.7]
 [ 66.    0.5]
 [ 66.    1.8]
 [ 66.    2. ]
 [ 66.    0.8]
 [ 66.    0.7]
 [ 66.    0.6]
 [ 66.    0.9]
 [ 66.    0.9]
 [ 98.    1.2]
 [ 66.    0.4]
 [ 66.    3.4]
 [ 66.    2.3]
 [ 66.    1.7]
 [ 66.    3.9]
 [ 66.    1.7]
 [100.   14.6]
 [ 66.    1.4]
 [ 66.    1.1]
 [ 66.    0.9]
 [ 66.    1.2]
 [ 66.    0.4]
 [ 66.    3.2]
 [ 99.    3.5]
 [ 66.    1.6]
 [ 66.    1. ]
 [ 66.    1.4]
 [ 99.    1.3]
 [ 66.    2.4]
 [ 66.    3.3]
 [100.    3.4]
 [ 99.    3.5]
 [133.   13.5]
 [ 66.    0.8]
 [132.   20.4]
 [100.   20.9]
 [ 65.    2.1]
 [133.   12.3]
 [100.    7. ]
 [ 66.    1.5]
 [ 66.    2. ]
 [ 66.    2.2]
 [ 68.    0.4]
 [ 66.    2.9]
 [ 66.    1.8]
 [ 99.    1.6]
 [ 66.    1.2]
 [ 66.    1.1]
 [ 99.    2.4]
 [ 99.    2.9]
 [ 67.    1.2]
 [ 66.    2.3]
 [ 66.    5.2]
 [ 66.    3.1]
 [ 66.    0.6]
 [ 66.    0.6]
 [100.    1. ]
 [ 66.    0.4]
 [ 66.    6.7]
 [ 66.    1.5]
 [ 66.    9.9]
 [133.    9.7]
 [133.   14. ]
 [ 99.   14.5]
 [132.   21.1]
 [ 66.    4.2]
 [ 65.    3.1]
 [ 99.    1.5]
 [ 99.    2.3]
 [ 99.    3. ]
 [ 66.    2.4]
 [ 66.    3.2]
 [ 66.   14.1]
 [ 65.    2.9]
 [ 99.   16.7]
 [ 99.    1.1]
 [ 66.    7.8]
 [ 66.    5.1]
 [ 99.    4.1]
 [ 66.    4.8]
 [ 99.    5.3]
 [ 66.    1.6]
 [ 66.    7.3]
 [ 66.    6.7]
 [ 99.   14. ]
 [ 66.    6. ]
 [166.    6.8]
 [ 66.    2.8]
 [ 66.    0.7]
 [ 66.    1.1]
 [100.    0.7]
 [ 66.    0.4]]"
"[[ 99.    6.9]
 [ 66.    1.6]
 [ 66.    1.3]
 [ 66.    2.1]
 [100.   13.4]
 [ 66.    4.6]
 [ 66.   23.3]
 [ 66.    1.2]
 [100.   34.7]
 [ 66.    4.3]
 [ 67.    5.2]
 [ 66.   14.5]
 [ 66.    9.2]
 [ 66.    1.8]
 [ 99.   21.1]
 [ 66.   16.4]
 [ 66.    1.2]
 [ 66.    1.2]
 [ 99.    1.8]
 [ 66.    5.3]
 [ 66.    0.6]
