0
"[[ 66.   22.4]
 [ 66.    2.9]
 [ 99.    7.6]
 [ 99.   22.7]
 [ 66.    5. ]
 [133.   13.4]
 [ 65.    5.3]
 [ 66.   19.2]
 [ 66.   13.8]
 [136.   22.2]
 [ 66.   11.9]
 [165.   22.1]
 [ 65.    1.3]
 [ 66.    9. ]
 [133.   19.8]
 [ 66.    0.6]
 [ 66.    7. ]
 [ 66.    4.5]
 [ 66.    5.8]
 [ 66.    1.6]
 [ 99.   10.5]
 [ 66.   12. ]
 [ 66.    1.3]
 [ 99.   29.4]
 [ 66.    1.2]
 [ 66.    0.4]
 [166.   28.5]
 [ 66.    3.3]
 [100.   22.2]
 [ 66.    1.4]
 [ 66.    1. ]
 [ 66.    0.6]
 [ 66.    0.7]
 [ 66.    1. ]
 [ 99.    1. ]
 [ 66.    1.8]
 [ 66.    0.8]
 [ 66.    1.1]
 [ 66.    1.7]
 [ 66.    1.7]
 [ 66.    0.5]
 [ 66.    9. ]
 [ 66.    0.8]
 [ 66.    6.6]
 [ 99.   25.8]
 [ 66.    0.6]
 [ 66.    0.7]
 [ 66.    5.2]
 [100.    9.2]
 [ 66.    1.1]
 [ 66.    4.9]
 [ 66.    2.1]
 [ 65.    0.5]
 [ 99.    1.3]
 [ 66.    0.5]
 [ 66.    1.2]
 [ 67.    0.4]
 [ 66.    4.6]
 [ 99.   16.1]
 [ 66.    8.6]
 [ 66.    8.1]
 [166.   10.2]
 [ 66.    8.9]
 [ 66.    0.5]
 [265.   51.6]
 [ 66.    1.1]
 [ 66.    0.6]
 [ 65.    1. ]
 [ 66.    0.4]
 [ 66.    0.8]
 [ 66.    0.8]
 [ 66.    0.6]
 [ 66.    0.5]
 [ 67.    1.2]
 [ 66.    2.7]
 [ 66.    1.9]
 [ 66.    1.5]
 [ 67.    4.3]
 [ 66.    0.5]
 [ 99.    1.1]
 [ 67.    1.2]
 [ 66.    0.9]
 [ 67.    0.4]
 [ 66.    2. ]
 [ 66.    2.8]
 [ 66.    1.2]
 [ 99.    6.3]
 [ 66.    2.3]
 [ 99.   16.9]
 [ 65.    8.9]
 [ 66.    2.4]
 [133.  125. ]
 [ 76.   10.5]
 [ 66.    7.6]
 [ 66.    2.5]
 [ 99.    1.8]
 [ 65.    2.1]
 [ 67.    0.8]
 [101.    1. ]
 [ 66.    0.9]
 [ 67.    4.6]
 [ 66.    1.3]
 [ 99.    2. ]
 [ 67.    0.5]
 [ 66.    0.7]
 [ 66.    1.9]
 [ 66.    0.9]
 [ 66.    2. ]
 [ 99.    1.4]
 [ 99.    1.5]
 [ 99.    2.8]
 [ 66.    0.4]
 [ 66.    2.2]
 [ 66.    4. ]
 [ 67.    1.2]
 [ 66.    0.9]
 [ 66.   14.4]
 [ 66.    1.6]
 [ 66.    0.8]
 [ 66.    0.7]
 [ 66.    0.9]
 [ 66.    9.6]
 [ 66.    0.6]
 [100.    0.8]
 [ 66.    0.6]
 [ 99.    2. ]
 [ 66.    4.8]
 [ 66.    0.8]
 [ 66.    0.8]
 [100.    0.7]
 [166.    2.2]
 [ 66.    0.7]
 [ 99.    0.5]
 [ 65.    1. ]
 [ 66.    0.9]
 [ 66.    3.9]
 [133.    3.8]
 [ 66.    1.6]
 [ 67.    2.9]
 [ 66.    2.9]
 [100.    0.8]
 [ 66.    1. ]
 [ 66.    1. ]
 [ 65.    1.4]
 [ 99.    5.5]
 [ 66.    1.7]
 [ 99.    8.9]
 [ 66.   13.4]
 [166.   10.4]
 [ 66.    1.9]
 [ 66.    0.5]
 [ 66.    3. ]
 [ 99.    5.8]
 [ 66.    4.5]
 [ 99.    4. ]
 [133.   10.6]
 [ 99.    3. ]
 [ 66.    4.1]
 [199.   24.8]
 [ 67.    4.2]
 [ 66.    0.9]
 [ 66.    3.2]
 [ 66.    1.5]
 [ 66.    0.5]
 [ 66.    0.8]
 [ 66.    2.2]
 [ 66.    0.7]
 [ 66.    1.3]
 [ 66.    4.3]
 [ 70.    5.7]
 [ 99.    4. ]
 [ 66.    3.3]
 [ 99.    1.6]
 [ 66.    1.2]
 [167.    1.9]
 [ 99.    3.6]
 [ 67.    2.9]
 [ 66.    1.4]
 [ 66.    0.8]
 [ 66.    0.5]
 [ 66.    0.8]
 [ 99.    0.6]
 [ 65.    9.2]
 [ 66.    7.1]
 [ 66.    7.2]
 [ 66.    1.2]
 [ 99.    1.4]
 [ 64.    0.9]
 [ 99.    7.9]
 [100.    0.6]
 [ 66.    1. ]
 [ 66.    1.5]
 [ 66.    1.3]
 [ 66.    4.7]
 [ 65.    2.2]
 [ 66.    7.9]
 [ 66.    4.2]
 [ 66.    2. ]
 [ 66.    1. ]
 [ 99.    2. ]
 [ 66.    4.5]
 [ 66.    3.4]
 [ 66.    1.5]
 [100.    1. ]
 [ 66.    5.4]
 [ 66.    0.4]
 [100.    1.8]
 [ 66.    1.1]
 [ 66.    1.7]
 [ 99.   23.4]
 [ 99.    4.8]
 [ 66.    0.9]
 [ 66.    0.9]
 [ 66.    0.7]
 [ 66.    5.3]
 [133.    5.5]
 [ 66.    4.1]
 [ 66.    0.9]
 [ 66.    7.8]
 [132.    1.4]
 [ 66.    7.6]
 [ 66.    0.8]
 [ 99.    0.9]
 [ 66.    5.9]
 [ 99.    5.2]
 [ 66.    1. ]
 [ 66.    6.2]
 [ 66.    2.1]
 [ 66.    2.3]
 [ 66.    0.6]
 [ 66.    2.3]
 [ 66.    1.6]
 [ 66.    1. ]
 [ 66.    1.4]
 [ 66.    0.6]
 [ 99.    1.6]
 [ 66.    0.6]
 [ 68.    0.5]
 [ 66.    0.4]
 [ 66.    2.4]]"
"[[6.600e+01 8.100e+00]
 [6.600e+01 1.800e+00]
 [6.600e+01 2.210e+01]
 [6.600e+01 1.320e+01]
 [1.660e+02 2.100e+01]
 [1.010e+02 1.300e+00]
 [9.900e+01 1.000e+00]
 [9.900e+01 2.110e+01]
 [6.800e+01 1.230e+01]
 [6.600e+01 1.110e+01]
 [6.700e+01 1.380e+01]
 [1.990e+02 2.860e+01]
 [9.900e+01 3.300e+00]
 [6.600e+01 7.900e+00]
 [1.320e+02 2.590e+01]
 [1.330e+02 1.820e+01]
 [1.000e+02 1.280e+01]
 [6.700e+01 1.430e+01]
 [1.000e+02 1.510e+01]
 [9.900e+01 2.500e+00]
 [6.600e+01 1.600e+00]
 [6.600e+01 7.000e+00]
 [1.000e+02 1.370e+01]
 [6.600e+01 1.120e+01]
 [6.500e+01 8.000e-01]
 [6.600e+01 1.380e+01]
 [6.600e+01 1.000e+00]
 [6.600e+01 1.530e+01]
 [6.600e+01 8.500e+00]
 [6.600e+01 3.400e+00]
 [9.900e+01 1.590e+01]
 [6.600e+01 4.700e+00]
 [6.600e+01 1.110e+01]
 [6.600e+01 6.100e+00]
 [9.900e+01 1.400e+00]
 [6.600e+01 2.500e+00]
 [6.600e+01 2.500e+00]
 [6.600e+01 2.070e+01]
 [9.900e+01 1.540e+01]
 [9.900e+01 2.700e+00]
 [6.600e+01 2.600e+00]
 [9.900e+01 2.110e+01]
 [1.000e+02 3.800e+00]
 [6.600e+01 6.000e-01]
 [6.600e+01 8.900e+00]
 [9.900e+01 7.000e-01]
 [9.900e+01 1.660e+01]
 [1.000e+02 2.300e+00]
 [6.600e+01 3.300e+00]
 [6.600e+01 4.000e-01]
 [9.900e+01 1.000e+00]
 [1.320e+02 2.220e+01]
 [1.320e+02 1.170e+01]
 [6.600e+01 9.700e+00]
 [6.600e+01 2.800e+00]
 [6.600e+01 1.100e+00]
 [6.600e+01 1.210e+01]
 [6.600e+01 1.400e+00]
 [1.000e+02 1.490e+01]
 [6.600e+01 9.000e-01]
 [1.340e+02 2.660e+01]
 [6.600e+01 1.180e+01]
 [6.600e+01 1.230e+01]
 [6.600e+01 1.420e+01]
 [1.000e+02 4.200e+00]
 [6.600e+01 5.500e+00]
 [6.600e+01 8.500e+00]
 [9.900e+01 1.350e+01]
 [6.600e+01 8.900e+00]
 [6.600e+01 4.500e+00]
 [6.600e+01 1.810e+01]
 [9.900e+01 3.070e+01]
 [6.800e+01 1.850e+01]
 [6.500e+01 1.410e+01]
 [6.600e+01 1.700e+00]
 [6.600e+01 6.000e-01]
 [6.500e+01 7.000e-01]
 [6.600e+01 1.100e+00]
 [6.600e+01 1.000e+00]
 [7.000e+01 8.000e-01]
 [9.900e+01 8.900e+00]
 [6.600e+01 3.000e-01]
 [6.600e+01 5.000e-01]
 [6.600e+01 1.700e+01]
 [1.660e+02 1.740e+01]
 [9.900e+01 5.500e+00]
 [9.900e+01 3.900e+00]
 [1.330e+02 2.220e+01]
 [6.600e+01 1.500e+00]
 [6.700e+01 3.400e+00]
 [6.600e+01 1.300e+00]
 [6.600e+01 6.800e+00]
 [6.600e+01 6.000e-01]
 [6.600e+01 6.300e+00]
 [6.600e+01 4.100e+00]
 [6.600e+01 7.000e-01]
 [6.600e+01 1.010e+01]
 [6.600e+01 8.800e+00]
 [9.900e+01 9.100e+00]
 [6.600e+01 1.300e+00]
 [6.600e+01 5.000e-01]
 [6.500e+01 7.000e-01]
 [6.600e+01 7.000e-01]
 [6.600e+01 1.200e+00]
 [6.600e+01 1.300e+00]
 [9.900e+01 2.900e+00]
 [6.700e+01 9.400e+00]
 [1.000e+02 1.370e+01]
 [9.900e+01 7.000e-01]
 [6.500e+01 1.000e+00]
 [9.900e+01 2.800e+00]
 [6.600e+01 4.700e+00]
 [6.600e+01 5.000e+00]
 [6.600e+01 6.500e+00]
 [6.700e+01 2.000e+00]
 [6.600e+01 7.000e-01]
 [6.600e+01 1.000e+00]
 [6.600e+01 1.400e+00]
 [1.000e+02 1.110e+01]
 [6.600e+01 4.000e-01]
 [9.900e+01 1.570e+01]
 [6.600e+01 3.610e+01]
 [6.600e+01 1.890e+01]
 [6.500e+01 4.900e+00]
 [9.900e+01 3.180e+01]
 [6.600e+01 8.222e+02]
 [6.600e+01 3.192e+02]
 [1.320e+02 4.560e+01]
 [6.600e+01 1.430e+01]
 [6.600e+01 2.100e+00]
 [6.600e+01 3.200e+00]
 [6.600e+01 1.300e+00]
 [6.600e+01 7.500e+00]
 [6.600e+01 6.500e+00]
 [1.330e+02 7.600e+00]
 [6.600e+01 1.070e+01]
 [6.600e+01 2.300e+01]
 [6.600e+01 1.900e+00]
 [6.600e+01 5.900e+00]
 [6.600e+01 9.400e+00]
 [6.700e+01 6.000e-01]
 [1.000e+02 7.000e-01]
 [6.600e+01 6.000e+00]
 [6.600e+01 3.100e+00]
 [6.600e+01 3.100e+00]
 [6.600e+01 1.200e+00]
 [6.600e+01 4.000e-01]
 [6.600e+01 3.200e+00]
 [6.600e+01 9.000e-01]
 [9.900e+01 1.500e+01]
 [6.600e+01 3.800e+00]
 [6.600e+01 7.500e+00]
 [9.900e+01 1.300e+00]
 [6.600e+01 2.400e+00]
 [6.600e+01 1.600e+00]
 [1.000e+02 3.100e+00]
 [6.600e+01 5.000e-01]
 [6.600e+01 6.000e-01]
 [9.900e+01 1.100e+00]
 [6.600e+01 6.000e-01]
 [6.600e+01 3.900e+00]
 [1.000e+02 5.300e+00]
 [6.600e+01 1.500e+00]
 [1.320e+02 2.130e+01]
 [6.600e+01 1.000e+00]
 [9.900e+01 9.000e-01]
 [9.900e+01 1.250e+01]
 [9.900e+01 1.110e+01]
 [6.600e+01 1.210e+01]
 [9.900e+01 1.630e+01]
 [9.900e+01 9.000e-01]
 [6.600e+01 1.290e+01]
 [6.600e+01 2.300e+00]
 [6.600e+01 1.580e+01]
 [6.700e+01 5.000e-01]
 [6.600e+01 4.500e+00]
 [6.600e+01 1.100e+00]
 [6.600e+01 3.100e+00]
 [6.600e+01 1.190e+01]
 [6.600e+01 3.900e+00]
 [6.600e+01 1.100e+00]
 [9.900e+01 1.600e+00]
 [1.330e+02 4.800e+00]
 [9.900e+01 2.700e+00]
 [6.600e+01 6.200e+00]
 [9.900e+01 1.180e+01]
 [1.330e+02 2.200e+01]
 [6.600e+01 2.050e+01]]"
"[[67.   7.7]
 [66.  10.5]
 [99.  19.5]
 ...
 [66.   0.5]
 [66.   7.1]
 [66.   1.1]]"
"[[ 66.    0.6]
 [ 65.    3. ]
 [ 67.    1. ]
 [ 66.   14.2]
 [ 66.    1.7]
 [ 66.    0.4]
 [ 66.    5.9]
 [ 66.    0.5]
 [ 66.    0.6]
 [ 66.    0.3]
 [ 66.    0.7]
 [ 65.    0.8]
 [ 66.    0.6]
 [ 66.    0.7]
 [ 66.    0.8]
 [ 66.    0.7]
 [ 66.    0.8]
 [ 66.    1.1]
 [ 66.    0.6]
 [ 65.    1.1]
 [100.    5. ]
 [ 66.    5.2]
 [ 99.   18. ]
 [ 66.    7.2]
 [ 65.    5.4]
 [ 66.    3.1]
 [ 66.    4.1]
 [ 67.    1. ]
 [ 66.    6.3]
 [100.    2.1]
 [ 66.    0.6]
 [ 99.   23.3]
 [ 66.    2.5]
 [ 66.    1.3]
 [ 64.    1.6]
 [ 66.    2.9]
 [ 66.   18.1]
 [ 66.   12.7]
 [ 66.   11.1]
 [ 68.    1.9]
 [ 99.   13. ]
 [ 66.   12.6]
 [ 99.    3.7]
 [ 99.    4. ]
 [ 66.    1.6]
 [ 66.   17.8]
 [ 66.    4.2]
 [ 66.    0.9]
 [ 66.    3.5]
 [266.   39.2]
 [ 66.    0.6]
 [ 66.    1.3]
 [ 67.    3.6]
 [ 66.    2.8]
 [ 66.    2.6]
 [ 66.    1. ]
 [ 66.    1. ]
 [ 66.   26. ]
 [ 97.    1.3]
 [ 99.   16.3]
 [ 66.   12. ]
 [133.   24.5]
 [166.   20.6]
 [ 67.    0.5]
 [ 66.    0.4]
 [ 66.    2.3]
 [ 99.   40.9]
 [ 66.   10.6]
 [ 66.    1.4]
 [ 66.    0.5]
 [ 66.    0.6]
 [ 66.    0.8]
 [133.   16.8]
 [ 66.    7. ]
 [ 99.    2.3]
 [ 99.   14.7]
 [ 66.    7.1]
 [ 66.    4.4]
 [ 62.    2.6]
 [133.    3.8]
 [ 66.    2.7]
 [ 66.    5.6]
 [ 75.   20.3]
 [ 66.    5.7]
 [ 97.    2.2]
 [ 67.    7.4]
 [100.    2.6]
 [ 66.    0.9]
 [ 99.    1. ]
 [100.    7.9]
 [ 66.    3.8]
 [155.    4.7]
 [ 98.    8.2]
 [ 66.    9.6]
 [ 66.    3.8]
 [ 66.   10.8]
 [ 66.    7.4]
 [ 66.    6.3]
 [ 66.    9.4]
 [ 66.    0.9]
 [ 66.    1.4]
 [ 66.    0.9]
 [ 65.    1.2]
 [ 66.    0.8]
 [ 99.    0.8]
 [ 99.    1.9]
 [ 99.    0.6]
 [ 66.    0.8]
 [ 99.    0.8]
 [ 66.    2.4]
 [ 99.   16.5]
 [ 66.    1.8]
 [ 66.    0.9]
 [ 66.   16.2]
 [ 66.    8. ]
 [ 66.    6.3]
 [ 99.   11.1]
 [ 99.    8.9]
 [ 66.    1.3]
 [ 99.    1.6]
 [ 66.    3.7]
 [101.    3. ]
 [ 66.    7. ]
 [ 66.    3.4]
 [ 66.    3.8]
 [ 66.    2.7]
 [133.   37.2]
 [ 99.   19. ]
 [ 66.    1.4]
 [ 66.    0.4]
 [ 66.    0.4]
 [ 66.    0.6]
 [ 99.    0.6]
 [ 66.   15.3]
 [ 99.    1. ]
 [100.    4.9]
 [ 66.    0.8]
 [ 67.    0.5]
 [ 65.    0.5]
 [ 66.    0.6]
 [ 66.    0.7]
 [ 66.    1. ]
 [ 66.    6.6]
 [ 66.    0.7]
 [ 66.    2.3]
 [ 66.    0.4]
 [ 66.    2.4]
 [ 67.    0.6]
 [ 66.    0.5]
 [ 66.    1.1]
 [ 99.   12.6]
 [ 99.    3.7]
 [ 66.    2.2]
 [ 66.    1. ]
 [ 66.    1.6]
 [ 66.    2.5]
 [ 96.    0.6]
 [ 68.    2.6]
 [ 99.    1.2]
 [ 99.    1.4]
 [101.    2.8]
 [ 66.    0.9]
 [ 67.    1.6]
 [ 79.    9.5]
 [ 67.    1.5]
 [ 99.    0.6]
 [100.    4.4]
 [ 99.   21.6]
 [ 66.    1.8]
 [ 66.   14.1]
 [ 66.    0.7]
 [ 66.    5.9]
 [ 66.    0.8]
 [ 66.    1.1]
 [ 66.    1.6]
 [ 66.   10.4]
 [ 99.   30.4]
 [ 66.    0.9]
 [ 66.    0.7]
 [ 66.    4.7]
 [ 99.   13. ]
 [ 69.    0.6]
 [ 66.    9.3]
 [133.   11.3]
 [ 66.    0.8]
 [ 66.    8. ]
 [ 66.    9.6]
 [133.   46.9]
 [ 66.    6.6]
 [ 99.    4.1]
 [ 66.    0.6]
 [ 66.    0.8]
 [100.    4.5]
 [ 66.    2.9]
 [166.   30.8]
 [ 99.   13.3]
 [ 99.   25. ]
 [ 99.    6.9]
 [ 67.    0.9]
 [ 66.    8.8]
 [ 66.    1.9]
 [ 66.    0.4]
 [ 99.    1.7]
 [ 99.    1.8]
 [ 99.    2.6]
 [ 66.    2.3]
 [ 66.    0.8]
 [ 99.   32.1]
 [ 66.    1.1]
 [ 66.    0.5]
 [133.    2.2]
 [100.    0.8]
 [ 66.    5.5]
 [ 66.    4.4]
 [ 66.    0.4]
 [ 66.    0.9]
 [ 66.    0.6]
 [ 66.    3.6]
 [ 65.    0.8]
 [133.    5.3]
 [100.    8.5]
 [ 66.    9.7]
 [ 99.    6.4]
 [ 66.    1.7]
 [132.    5.3]
 [ 66.    2.6]
 [ 68.    4.9]
 [ 99.    9.6]
 [ 66.    9.4]
 [ 99.   19.4]
 [ 99.    0.9]
 [ 66.    4.5]
 [ 66.    2.4]
 [ 66.    1.3]
 [ 66.    1.5]
 [ 66.    1.4]
 [ 66.    0.8]
 [100.   25.6]
 [ 66.    8.8]
 [ 66.   16.6]
 [ 66.   19. ]
 [133.   33.6]
 [ 66.    2. ]
 [ 99.    1.4]
 [ 66.    1.4]
 [ 99.    9. ]
 [ 66.    4.1]
 [ 67.    7.2]
 [ 66.    0.7]
 [100.    1.1]
 [ 99.    1.2]
 [ 66.    1. ]
 [ 66.    7.1]
 [ 66.    2.6]
 [ 66.    7.9]
 [ 66.    5.9]
 [ 66.    2.7]
 [ 99.    1.1]
 [ 66.    5.5]
 [ 66.    3.4]
 [ 66.    1.2]
 [ 66.    1. ]
 [ 66.    5.4]
 [ 66.   16.4]
 [ 66.   13.3]
 [ 99.   16.8]
 [ 66.    0.5]
 [ 66.   13.2]
 [ 66.    2.5]
 [ 99.    0.8]
 [133.    1.9]
 [ 99.    4.9]
 [ 66.    3.9]
 [ 66.    0.7]
 [ 66.    1.6]
 [ 67.    2.4]
 [ 67.    6.6]
 [ 66.    6.6]
 [133.   35.6]
 [ 99.    1. ]
 [ 99.   25.1]
 [ 66.    0.4]
 [ 66.    2. ]
 [ 66.   10.6]
 [ 99.    0.6]
 [ 66.    0.5]
 [100.    0.9]
 [ 66.    6.6]
 [ 66.    0.8]
 [100.   22.7]
 [ 66.    0.4]
 [ 66.    4.1]
 [ 99.    2.1]
 [ 66.    1.5]
 [ 66.    1.4]
 [ 66.    4.4]
 [ 66.    2.6]
 [ 66.    0.7]
 [ 66.    0.9]
 [ 66.    0.6]
 [ 66.    1.5]
 [ 99.    1.8]
 [ 99.    2.2]
 [ 99.    1.9]
 [ 66.    0.8]
 [ 99.    1.8]
 [ 66.    1.7]
 [ 66.    4.4]
 [ 99.   16. ]
 [ 66.    1.4]
 [ 66.    0.9]
 [ 66.    1. ]
 [ 66.    1. ]
 [ 99.    0.7]
 [ 66.    0.8]
 [ 99.    1.3]
 [ 66.    0.9]
 [ 66.    2.8]
 [ 66.    0.4]
 [ 66.    7. ]
 [ 66.   10.7]
 [ 99.   14.4]
 [ 99.    4.3]
 [ 99.    1.4]
 [ 66.   16. ]
 [ 66.    0.7]
 [ 66.    6.9]
 [ 66.    1.4]
 [ 66.    1.3]
 [ 66.    0.5]
 [ 66.    6.2]
 [ 66.    2.4]
 [ 99.    3.1]
 [ 66.    1.4]
 [ 66.    2.4]
 [ 66.    1.6]
 [ 66.    1.8]
 [ 66.    1.9]
 [ 66.   25.2]
 [ 66.    4.8]
 [166.   55.4]
 [ 66.    4.8]
 [ 66.    4.9]
 [ 66.    5.5]
 [ 65.   10.6]
 [ 66.    2.3]
 [ 66.   12.2]
 [ 66.    2.1]
 [ 66.    0.8]
 [ 66.    0.8]
 [ 99.    1.1]
 [ 66.    1.6]
 [ 66.    1.9]
 [ 66.    5.7]
 [ 66.    5.1]
 [133.    8.4]
 [ 66.   10.6]
 [ 66.    6.3]
 [133.   15.2]
 [ 66.    1.5]
 [ 66.   10.7]
 [ 66.    5. ]
 [ 66.   15.9]
 [ 66.    4.3]
 [ 66.    0.8]
 [ 66.    2. ]
